,Year,Jurisdiction,Gender,Average scale score
854,2007,Virginia,Male,289.0
855,2007,Virginia,Female,286.0
856,2007,Washington,Male,285.0
857,2007,Washington,Female,285.0
858,2007,West Virginia,Male,271.0
859,2007,West Virginia,Female,269.0
860,2007,Wisconsin,Male,287.0
861,2007,Wisconsin,Female,284.0
862,2007,Wyoming,Male,288.0
863,2007,Wyoming,Female,286.0
864,2005,National,Male,280.0
865,2005,National,Female,278.0
866,2005,Alabama,Male,261.0
867,2005,Alabama,Female,264.0
868,2005,Alaska,Male,280.0
869,2005,Alaska,Female,278.0
870,2005,Arizona,Male,274.0
871,2005,Arizona,Female,274.0
872,2005,Arkansas,Male,270.0
873,2005,Arkansas,Female,273.0
874,2005,California,Male,269.0
875,2005,California,Female,268.0
876,2005,Colorado,Male,281.0
877,2005,Colorado,Female,281.0
878,2005,Connecticut,Male,281.0
879,2005,Connecticut,Female,281.0
880,2005,Delaware,Male,283.0
881,2005,Delaware,Female,279.0
886,2005,Florida,Male,276.0
887,2005,Florida,Female,272.0
888,2005,Georgia,Male,273.0
889,2005,Georgia,Female,272.0
890,2005,Hawaii,Male,265.0
891,2005,Hawaii,Female,266.0
892,2005,Idaho,Male,280.0
893,2005,Idaho,Female,282.0
894,2005,Illinois,Male,279.0
895,2005,Illinois,Female,276.0
896,2005,Indiana,Male,283.0
897,2005,Indiana,Female,280.0
898,2005,Iowa,Male,283.0
899,2005,Iowa,Female,284.0
900,2005,Kansas,Male,285.0
901,2005,Kansas,Female,283.0
902,2005,Kentucky,Male,275.0
903,2005,Kentucky,Female,273.0
904,2005,Louisiana,Male,267.0
905,2005,Louisiana,Female,268.0
906,2005,Maine,Male,282.0
907,2005,Maine,Female,280.0
908,2005,Maryland,Male,278.0
909,2005,Maryland,Female,278.0
910,2005,Massachusetts,Male,291.0
911,2005,Massachusetts,Female,292.0
912,2005,Michigan,Male,279.0
913,2005,Michigan,Female,275.0
914,2005,Minnesota,Male,291.0
915,2005,Minnesota,Female,289.0
916,2005,Mississippi,Male,263.0
917,2005,Mississippi,Female,262.0
918,2005,Missouri,Male,278.0
919,2005,Missouri,Female,275.0
920,2005,Montana,Male,286.0
921,2005,Montana,Female,287.0
922,2005,Nebraska,Male,285.0
923,2005,Nebraska,Female,283.0
924,2005,Nevada,Male,270.0
925,2005,Nevada,Female,269.0
926,2005,New Hampshire,Male,286.0
927,2005,New Hampshire,Female,285.0
928,2005,New Jersey,Male,286.0
929,2005,New Jersey,Female,282.0
930,2005,New Mexico,Male,264.0
931,2005,New Mexico,Female,262.0
932,2005,New York,Male,280.0
933,2005,New York,Female,280.0
934,2005,North Carolina,Male,281.0
935,2005,North Carolina,Female,282.0
936,2005,North Dakota,Male,287.0
937,2005,North Dakota,Female,287.0
938,2005,Ohio,Male,284.0
939,2005,Ohio,Female,282.0
940,2005,Oklahoma,Male,272.0
941,2005,Oklahoma,Female,271.0
942,2005,Oregon,Male,284.0
943,2005,Oregon,Female,281.0
944,2005,Pennsylvania,Male,283.0
945,2005,Pennsylvania,Female,279.0
948,2005,Rhode Island,Male,272.0
949,2005,Rhode Island,Female,273.0
950,2005,South Carolina,Male,282.0
951,2005,South Carolina,Female,281.0
952,2005,South Dakota,Male,287.0
953,2005,South Dakota,Female,287.0
954,2005,Tennessee,Male,270.0
955,2005,Tennessee,Female,271.0
956,2005,Texas,Male,283.0
957,2005,Texas,Female,279.0
958,2005,Utah,Male,280.0
959,2005,Utah,Female,278.0
960,2005,Vermont,Male,287.0
961,2005,Vermont,Female,287.0
962,2005,Virginia,Male,285.0
963,2005,Virginia,Female,283.0
964,2005,Washington,Male,285.0
965,2005,Washington,Female,285.0
966,2005,West Virginia,Male,268.0
967,2005,West Virginia,Female,270.0
968,2005,Wisconsin,Male,285.0
969,2005,Wisconsin,Female,284.0
970,2005,Wyoming,Male,283.0
971,2005,Wyoming,Female,281.0
972,2003,National,Male,278.0
973,2003,National,Female,277.0
974,2003,Alabama,Male,263.0
975,2003,Alabama,Female,261.0
976,2003,Alaska,Male,280.0
977,2003,Alaska,Female,278.0
978,2003,Arizona,Male,271.0
979,2003,Arizona,Female,271.0
980,2003,Arkansas,Male,265.0
981,2003,Arkansas,Female,267.0
982,2003,California,Male,268.0
983,2003,California,Female,266.0
984,2003,Colorado,Male,284.0
985,2003,Colorado,Female,283.0
986,2003,Connecticut,Male,285.0
987,2003,Connecticut,Female,283.0
988,2003,Delaware,Male,278.0
989,2003,Delaware,Female,276.0
994,2003,Florida,Male,273.0
995,2003,Florida,Female,269.0
996,2003,Georgia,Male,270.0
997,2003,Georgia,Female,269.0
998,2003,Hawaii,Male,265.0
999,2003,Hawaii,Female,266.0
1000,2003,Idaho,Male,281.0
1001,2003,Idaho,Female,279.0
1002,2003,Illinois,Male,278.0
1003,2003,Illinois,Female,276.0
1004,2003,Indiana,Male,282.0
1005,2003,Indiana,Female,280.0
1006,2003,Iowa,Male,285.0
1007,2003,Iowa,Female,283.0
1008,2003,Kansas,Male,284.0
1009,2003,Kansas,Female,284.0
1010,2003,Kentucky,Male,275.0
1011,2003,Kentucky,Female,274.0
1012,2003,Louisiana,Male,267.0
1013,2003,Louisiana,Female,266.0
1014,2003,Maine,Male,283.0
1015,2003,Maine,Female,281.0
1016,2003,Maryland,Male,279.0
1017,2003,Maryland,Female,276.0
1018,2003,Massachusetts,Male,289.0
1019,2003,Massachusetts,Female,284.0
1020,2003,Michigan,Male,277.0
1021,2003,Michigan,Female,276.0
1022,2003,Minnesota,Male,289.0
1023,2003,Minnesota,Female,292.0
1024,2003,Mississippi,Male,262.0
1025,2003,Mississippi,Female,260.0
1026,2003,Missouri,Male,280.0
1027,2003,Missouri,Female,278.0
1028,2003,Montana,Male,286.0
1029,2003,Montana,Female,286.0
1030,2003,Nebraska,Male,284.0
1031,2003,Nebraska,Female,281.0
1032,2003,Nevada,Male,268.0
1033,2003,Nevada,Female,268.0
1034,2003,New Hampshire,Male,287.0
1035,2003,New Hampshire,Female,286.0
1036,2003,New Jersey,Male,282.0
1037,2003,New Jersey,Female,281.0
1038,2003,New Mexico,Male,264.0
1039,2003,New Mexico,Female,263.0
1040,2003,New York,Male,281.0
1041,2003,New York,Female,279.0
1042,2003,North Carolina,Male,281.0
1043,2003,North Carolina,Female,282.0
1044,2003,North Dakota,Male,287.0
1045,2003,North Dakota,Female,287.0
1046,2003,Ohio,Male,283.0
1047,2003,Ohio,Female,281.0
1048,2003,Oklahoma,Male,272.0
1049,2003,Oklahoma,Female,272.0
1050,2003,Oregon,Male,282.0
1051,2003,Oregon,Female,280.0
1052,2003,Pennsylvania,Male,280.0
1053,2003,Pennsylvania,Female,277.0
1056,2003,Rhode Island,Male,273.0
1057,2003,Rhode Island,Female,271.0
1058,2003,South Carolina,Male,280.0
1059,2003,South Carolina,Female,274.0
1060,2003,South Dakota,Male,286.0
1061,2003,South Dakota,Female,284.0
1062,2003,Tennessee,Male,268.0
1063,2003,Tennessee,Female,268.0
1064,2003,Texas,Male,278.0
1065,2003,Texas,Female,276.0
1066,2003,Utah,Male,282.0
1067,2003,Utah,Female,280.0
1068,2003,Vermont,Male,286.0
1069,2003,Vermont,Female,286.0
1070,2003,Virginia,Male,283.0
1071,2003,Virginia,Female,280.0
1072,2003,Washington,Male,282.0
1073,2003,Washington,Female,281.0
1074,2003,West Virginia,Male,271.0
1075,2003,West Virginia,Female,271.0
1076,2003,Wisconsin,Male,284.0
1077,2003,Wisconsin,Female,284.0
1078,2003,Wyoming,Male,284.0
1079,2003,Wyoming,Female,283.0
